Dataset,Split,Stage,Accuracy,Precision,Recall,F1_score,Batch_Size,Learning_Rate
23,train,92.72,0.9288,0.9272,0.9275,128,1e-05
24,train,93.17,0.9331,0.9317,0.9319,128,1e-05
25,train,93.14,0.9325,0.9314,0.9314,128,1e-05
26,train,93.09,0.9329,0.9309,0.9312,128,1e-05
27,train,93.23,0.9341,0.9323,0.9327,128,1e-05
28,train,93.37,0.9353,0.9337,0.934,128,1e-05
29,train,93.53,0.9367,0.9353,0.9354,128,1e-05
30,train,93.55,0.9368,0.9355,0.9355,128,1e-05
31,train,93.42,0.9353,0.9342,0.9342,128,1e-05
32,train,93.6,0.9367,0.936,0.9359,128,1e-05
33,train,93.67,0.9381,0.9367,0.9367,128,1e-05
34,train,93.7,0.9374,0.937,0.9367,128,1e-05
35,train,93.67,0.9374,0.9367,0.9365,128,1e-05
36,train,93.77,0.9388,0.9377,0.9377,128,1e-05
37,train,93.84,0.9394,0.9384,0.9383,128,1e-05
38,train,93.7,0.9377,0.937,0.9366,128,1e-05
39,train,93.71,0.9381,0.9371,0.937,128,1e-05
40,train,94.01,0.9408,0.9401,0.9398,128,1e-05
40,final_test,92.6,0.9327,0.926,0.9272,128,1e-05
1,train,7.55,0.4772,0.0755,0.0223,128,3e-06
2,train,9.13,0.4437,0.0913,0.0596,128,3e-06
3,train,12.83,0.4277,0.1283,0.1316,128,3e-06
4,train,17.4,0.4244,0.174,0.1932,128,3e-06
5,train,22.38,0.4624,0.2238,0.248,128,3e-06
6,train,24.15,0.5042,0.2415,0.2521,128,3e-06
7,train,27.16,0.5462,0.2716,0.2608,128,3e-06
8,train,27.65,0.5672,0.2765,0.248,128,3e-06
9,train,28.91,0.5852,0.2891,0.2526,128,3e-06
10,train,33.98,0.6339,0.3398,0.3278,128,3e-06
11,train,40.24,0.642,0.4024,0.413,128,3e-06
12,train,42.36,0.6706,0.4236,0.4464,128,3e-06
13,train,43.22,0.695,0.4322,0.4595,128,3e-06
14,train,42.79,0.7263,0.4279,0.4542,128,3e-06
15,train,44.59,0.7415,0.4459,0.4837,128,3e-06
16,train,49.27,0.7712,0.4927,0.5377,128,3e-06
17,train,51.29,0.7788,0.5129,0.5604,128,3e-06
18,train,53.74,0.7947,0.5374,0.5861,128,3e-06
19,train,55.64,0.7972,0.5564,0.6041,128,3e-06
20,train,58.01,0.8093,0.5801,0.6271,128,3e-06
21,train,57.41,0.8108,0.5741,0.6207,128,3e-06
22,train,60.22,0.8197,0.6022,0.6482,128,3e-06
23,train,63.06,0.8274,0.6306,0.6753,128,3e-06
24,train,66.21,0.8386,0.6621,0.7051,128,3e-06
25,train,69.76,0.8463,0.6976,0.737,128,3e-06
26,train,72.35,0.8505,0.7235,0.7586,128,3e-06
27,train,74.24,0.8542,0.7424,0.7739,128,3e-06
28,train,75.19,0.8602,0.7519,0.7822,128,3e-06
29,train,77.12,0.8682,0.7712,0.799,128,3e-06
30,train,78.36,0.8691,0.7836,0.8082,128,3e-06
31,train,80.0,0.871,0.8,0.8201,128,3e-06
32,train,81.15,0.8789,0.8115,0.8305,128,3e-06
33,train,82.54,0.8824,0.8254,0.8412,128,3e-06
34,train,83.9,0.8873,0.839,0.8524,128,3e-06
35,train,85.13,0.894,0.8513,0.8633,128,3e-06
36,train,86.26,0.8991,0.8626,0.8731,128,3e-06
37,train,87.23,0.9017,0.8723,0.8809,128,3e-06
38,train,87.43,0.9008,0.8743,0.882,128,3e-06
39,train,88.29,0.9061,0.8829,0.8896,128,3e-06
40,train,88.9,0.9094,0.889,0.8949,128,3e-06
40,final_test,82.14,0.8817,0.8214,0.8358,128,3e-06
1,train,35.24,0.4918,0.3524,0.3981,128,3e-05
2,train,48.13,0.6516,0.4813,0.5059,128,3e-05
3,train,59.33,0.7793,0.5933,0.6416,128,3e-05
4,train,71.07,0.8234,0.7107,0.7434,128,3e-05
5,train,83.57,0.873,0.8357,0.8474,128,3e-05
6,train,87.16,0.892,0.8716,0.878,128,3e-05
7,train,88.33,0.8944,0.8833,0.887,128,3e-05
8,train,89.73,0.9052,0.8973,0.8999,128,3e-05
9,train,90.89,0.9151,0.9089,0.911,128,3e-05
10,train,91.76,0.922,0.9176,0.919,128,3e-05
11,train,91.67,0.9199,0.9167,0.9175,128,3e-05
12,train,91.53,0.92,0.9153,0.9167,128,3e-05
13,train,91.75,0.9227,0.9175,0.9189,128,3e-05
14,train,92.12,0.9253,0.9212,0.9224,128,3e-05
15,train,92.63,0.9311,0.9263,0.9275,128,3e-05
16,train,92.38,0.9267,0.9238,0.9242,128,3e-05
17,train,92.47,0.9281,0.9247,0.9251,128,3e-05
18,train,92.82,0.9305,0.9282,0.9287,128,3e-05
19,train,92.87,0.9306,0.9287,0.929,128,3e-05
20,train,92.59,0.9279,0.9259,0.9261,128,3e-05
21,train,92.51,0.9265,0.9251,0.9251,128,3e-05
22,train,92.6,0.9271,0.926,0.9259,128,3e-05
23,train,92.78,0.9295,0.9278,0.928,128,3e-05
24,train,92.81,0.9298,0.9281,0.9283,128,3e-05
25,train,93.26,0.9344,0.9326,0.9327,128,3e-05
26,train,92.96,0.9331,0.9296,0.9304,128,3e-05
27,train,93.28,0.9341,0.9328,0.933,128,3e-05
28,train,92.96,0.9326,0.9296,0.9303,128,3e-05
29,train,93.08,0.9325,0.9308,0.9309,128,3e-05
30,train,93.12,0.9332,0.9312,0.9313,128,3e-05
31,train,92.53,0.9276,0.9253,0.9257,128,3e-05
32,train,93.55,0.9362,0.9355,0.935,128,3e-05
33,train,93.61,0.9386,0.9361,0.9363,128,3e-05
34,train,93.58,0.9368,0.9358,0.9355,128,3e-05
35,train,93.51,0.9364,0.9351,0.935,128,3e-05
36,train,93.57,0.9374,0.9357,0.9358,128,3e-05
37,train,93.76,0.9385,0.9376,0.9372,128,3e-05
38,train,93.75,0.939,0.9375,0.9372,128,3e-05
39,train,93.35,0.9345,0.9335,0.9332,128,3e-05
40,train,94.33,0.9441,0.9433,0.9429,128,3e-05
40,final_test,93.26,0.9378,0.9326,0.9335,128,3e-05
1,train,41.97,0.562,0.4197,0.4642,128,7e-05
2,train,65.36,0.7865,0.6536,0.69,128,7e-05
3,train,84.22,0.8683,0.8422,0.8506,128,7e-05
4,train,87.3,0.8785,0.873,0.8749,128,7e-05
5,train,86.89,0.8758,0.8689,0.871,128,7e-05
6,train,86.82,0.878,0.8682,0.8714,128,7e-05
7,train,90.31,0.9091,0.9031,0.9051,128,7e-05
8,train,91.54,0.9222,0.9154,0.9174,128,7e-05
9,train,92.68,0.9303,0.9268,0.9275,128,7e-05
10,train,90.64,0.913,0.9064,0.9083,128,7e-05
11,train,90.65,0.9097,0.9065,0.9073,128,7e-05
12,train,90.94,0.9149,0.9094,0.9107,128,7e-05
13,train,89.42,0.9062,0.8942,0.8979,128,7e-05
14,train,89.06,0.9032,0.8906,0.8947,128,7e-05
15,train,92.72,0.9317,0.9272,0.9283,128,7e-05
16,train,92.37,0.926,0.9237,0.9235,128,7e-05
17,train,91.24,0.9176,0.9124,0.9136,128,7e-05
18,train,91.68,0.9235,0.9168,0.9186,128,7e-05
19,train,92.69,0.9294,0.9269,0.927,128,7e-05
20,train,92.14,0.9236,0.9214,0.9214,128,7e-05
21,train,92.35,0.9261,0.9235,0.9234,128,7e-05
22,train,91.97,0.9213,0.9197,0.9197,128,7e-05
23,train,92.4,0.9266,0.924,0.9244,128,7e-05
24,train,93.06,0.9323,0.9306,0.9308,128,7e-05
25,train,92.42,0.9257,0.9242,0.9238,128,7e-05
26,train,92.61,0.9313,0.9261,0.9273,128,7e-05
27,train,93.02,0.9326,0.9302,0.9305,128,7e-05
28,train,91.61,0.9208,0.9161,0.9172,128,7e-05
29,train,94.42,0.9459,0.9442,0.9441,128,7e-05
30,train,94.13,0.9428,0.9413,0.9412,128,7e-05
31,train,93.4,0.9353,0.934,0.9337,128,7e-05
32,train,93.72,0.9382,0.9372,0.9366,128,7e-05
33,train,94.2,0.9433,0.942,0.9415,128,7e-05
34,train,94.0,0.9411,0.94,0.9398,128,7e-05
35,train,95.67,0.9577,0.9567,0.9567,128,7e-05
36,train,95.9,0.9605,0.959,0.9592,128,7e-05
37,train,95.59,0.9574,0.9559,0.956,128,7e-05
38,train,94.12,0.9425,0.9412,0.9412,128,7e-05
39,train,93.93,0.9402,0.9393,0.9392,128,7e-05
40,train,95.04,0.9524,0.9504,0.9506,128,7e-05
40,final_test,92.3,0.9246,0.923,0.9226,128,7e-05
1,train,24.5,0.4559,0.245,0.2826,128,1e-05
2,train,46.26,0.6501,0.4626,0.4776,128,1e-05
3,train,61.17,0.7869,0.6117,0.657,128,1e-05
4,train,71.98,0.832,0.7198,0.7534,128,1e-05
5,train,80.78,0.8585,0.8078,0.8243,128,1e-05
6,train,86.3,0.8867,0.863,0.8705,128,1e-05
7,train,89.64,0.9042,0.8964,0.8988,128,1e-05
8,train,91.38,0.9173,0.9138,0.9148,128,1e-05
9,train,92.07,0.9237,0.9207,0.9217,128,1e-05
10,train,92.38,0.9261,0.9238,0.9245,128,1e-05
11,train,92.39,0.926,0.9239,0.9242,128,1e-05
12,train,92.66,0.9287,0.9266,0.9271,128,1e-05
13,train,93.02,0.9317,0.9302,0.9305,128,1e-05
14,train,93.15,0.9335,0.9315,0.932,128,1e-05
15,train,93.44,0.9362,0.9344,0.9347,128,1e-05
16,train,93.33,0.9345,0.9333,0.9332,128,1e-05
17,train,93.45,0.9357,0.9345,0.9344,128,1e-05
18,train,93.71,0.9381,0.9371,0.937,128,1e-05
19,train,94.16,0.9418,0.9416,0.9412,128,1e-05
20,train,94.21,0.943,0.9421,0.9419,128,1e-05
21,train,94.09,0.9412,0.9409,0.9404,128,1e-05
22,train,94.24,0.9433,0.9424,0.9422,128,1e-05
23,train,94.19,0.9424,0.9419,0.9416,128,1e-05
24,train,94.54,0.9458,0.9454,0.9451,128,1e-05
25,train,94.15,0.9417,0.9415,0.941,128,1e-05
26,train,94.36,0.9446,0.9436,0.9434,128,1e-05
27,train,94.68,0.9469,0.9468,0.9464,128,1e-05
28,train,94.54,0.9461,0.9454,0.9451,128,1e-05
29,train,94.59,0.9464,0.9459,0.9455,128,1e-05
30,train,94.37,0.9444,0.9437,0.9433,128,1e-05
31,train,94.27,0.943,0.9427,0.9423,128,1e-05
32,train,94.46,0.945,0.9446,0.9442,128,1e-05
33,train,94.73,0.9477,0.9473,0.9468,128,1e-05
34,train,94.45,0.9448,0.9445,0.9441,128,1e-05
35,train,94.15,0.9417,0.9415,0.9412,128,1e-05
36,train,94.46,0.9449,0.9446,0.9443,128,1e-05
37,train,94.39,0.9444,0.9439,0.9436,128,1e-05
38,train,94.34,0.9438,0.9434,0.9428,128,1e-05
39,train,94.47,0.9456,0.9447,0.9444,128,1e-05
40,train,94.6,0.9465,0.946,0.9456,128,1e-05
40,final_test,92.32,0.9335,0.9232,0.9252,128,1e-05
1,train,29.36,0.5783,0.2936,0.2928,128,1e-05
2,train,58.56,0.7838,0.5856,0.6334,128,1e-05
3,train,75.65,0.8467,0.7565,0.7846,128,1e-05
4,train,86.65,0.8881,0.8665,0.8734,128,1e-05
5,train,89.61,0.9036,0.8961,0.8985,128,1e-05
6,train,91.65,0.9194,0.9165,0.9174,128,1e-05
7,train,92.44,0.9257,0.9244,0.9246,128,1e-05
8,train,92.95,0.9311,0.9295,0.9297,128,1e-05
9,train,93.33,0.9351,0.9333,0.9336,128,1e-05
10,train,93.6,0.9373,0.936,0.9361,128,1e-05
11,train,93.59,0.9378,0.9359,0.936,128,1e-05
12,train,93.57,0.9363,0.9357,0.9355,128,1e-05
13,train,93.66,0.9376,0.9366,0.9366,128,1e-05
14,train,94.33,0.9442,0.9433,0.9433,128,1e-05
15,train,94.16,0.9427,0.9416,0.9416,128,1e-05
16,train,94.16,0.9421,0.9416,0.9411,128,1e-05
17,train,94.3,0.9434,0.943,0.9426,128,1e-05
18,train,94.15,0.9418,0.9415,0.9412,128,1e-05
19,train,94.46,0.9446,0.9446,0.944,128,1e-05
20,train,94.43,0.9452,0.9443,0.944,128,1e-05
21,train,94.33,0.9438,0.9433,0.9428,128,1e-05
22,train,94.45,0.9453,0.9445,0.9441,128,1e-05
23,train,94.47,0.9454,0.9447,0.9444,128,1e-05
24,train,94.69,0.9473,0.9469,0.9464,128,1e-05
25,train,94.65,0.9468,0.9465,0.946,128,1e-05
26,train,94.58,0.9469,0.9458,0.9456,128,1e-05
27,train,95.04,0.9508,0.9504,0.9501,128,1e-05
28,train,94.68,0.9475,0.9468,0.9465,128,1e-05
29,train,94.97,0.9507,0.9497,0.9494,128,1e-05
30,train,94.97,0.9509,0.9497,0.9494,128,1e-05
31,train,94.77,0.9483,0.9477,0.9472,128,1e-05
32,train,95.02,0.951,0.9502,0.9498,128,1e-05
33,train,94.99,0.9508,0.9499,0.9496,128,1e-05
34,train,95.35,0.9542,0.9535,0.9533,128,1e-05
35,train,96.01,0.9613,0.9601,0.9602,128,1e-05
36,train,95.88,0.9602,0.9588,0.9589,128,1e-05
37,train,95.93,0.9608,0.9593,0.9594,128,1e-05
38,train,96.6,0.9683,0.966,0.9663,128,1e-05
39,train,96.69,0.9694,0.9669,0.9672,128,1e-05
40,train,96.59,0.9681,0.9659,0.9661,128,1e-05
40,final_test,94.01,0.9446,0.9401,0.9407,128,1e-05
1,train,26.2,0.5025,0.262,0.2871,128,7e-06
2,train,48.87,0.7413,0.4887,0.5194,128,7e-06
3,train,61.62,0.8041,0.6162,0.6637,128,7e-06
4,train,74.46,0.8439,0.7446,0.7744,128,7e-06
5,train,84.03,0.8741,0.8403,0.8511,128,7e-06
6,train,88.63,0.9002,0.8863,0.8908,128,7e-06
7,train,91.01,0.9138,0.9101,0.9112,128,7e-06
8,train,91.85,0.9211,0.9185,0.9192,128,7e-06
9,train,92.44,0.9271,0.9244,0.9252,128,7e-06
10,train,92.94,0.9307,0.9294,0.9296,128,7e-06
11,train,92.75,0.9295,0.9275,0.9278,128,7e-06
12,train,92.96,0.9309,0.9296,0.9298,128,7e-06
13,train,93.23,0.9332,0.9323,0.9323,128,7e-06
14,train,93.65,0.9378,0.9365,0.9367,128,7e-06
15,train,93.69,0.9381,0.9369,0.9369,128,7e-06
16,train,93.76,0.9383,0.9376,0.9373,128,7e-06
17,train,93.86,0.9391,0.9386,0.9383,128,7e-06
18,train,94.0,0.9405,0.94,0.9398,128,7e-06
19,train,94.28,0.9426,0.9428,0.9422,128,7e-06
20,train,94.27,0.9434,0.9427,0.9424,128,7e-06
21,train,94.27,0.943,0.9427,0.9422,128,7e-06
22,train,94.36,0.9443,0.9436,0.9434,128,7e-06
23,train,94.46,0.9451,0.9446,0.9443,128,7e-06
24,train,94.73,0.9476,0.9473,0.9469,128,7e-06
25,train,94.69,0.9471,0.9469,0.9465,128,7e-06
26,train,94.73,0.948,0.9473,0.947,128,7e-06
27,train,94.99,0.9503,0.9499,0.9497,128,7e-06
28,train,94.63,0.9469,0.9463,0.9461,128,7e-06
29,train,95.01,0.9509,0.9501,0.95,128,7e-06
30,train,94.81,0.9491,0.9481,0.948,128,7e-06
31,train,94.69,0.9475,0.9469,0.9467,128,7e-06
32,train,94.92,0.9496,0.9492,0.9489,128,7e-06
33,train,95.11,0.9521,0.9511,0.951,128,7e-06
34,train,94.96,0.95,0.9496,0.9494,128,7e-06
35,train,95.16,0.9521,0.9516,0.9514,128,7e-06
36,train,95.42,0.9551,0.9542,0.9543,128,7e-06
37,train,94.99,0.9508,0.9499,0.9498,128,7e-06
38,train,94.9,0.9498,0.949,0.9489,128,7e-06
39,train,95.14,0.9527,0.9514,0.9515,128,7e-06
40,train,95.54,0.9568,0.9554,0.9555,128,7e-06
40,final_test,93.86,0.9426,0.9386,0.9391,128,7e-06
1,train,12.55,0.4496,0.1255,0.1139,128,3e-06
2,train,26.19,0.5119,0.2619,0.278,128,3e-06
3,train,27.46,0.5859,0.2746,0.2335,128,3e-06
4,train,40.97,0.6592,0.4097,0.4273,128,3e-06
5,train,41.49,0.7386,0.4149,0.4425,128,3e-06
6,train,53.64,0.7914,0.5364,0.584,128,3e-06
7,train,60.81,0.8186,0.6081,0.6541,128,3e-06
8,train,70.21,0.8449,0.7021,0.7396,128,3e-06
9,train,74.55,0.8609,0.7455,0.7775,128,3e-06
10,train,78.74,0.8677,0.7874,0.8103,128,3e-06
11,train,82.79,0.8809,0.8279,0.8426,128,3e-06
12,train,85.81,0.896,0.8581,0.8687,128,3e-06
13,train,88.43,0.9088,0.8843,0.8914,128,3e-06
14,train,90.77,0.9216,0.9077,0.9118,128,3e-06
15,train,91.39,0.9223,0.9139,0.9164,128,3e-06
16,train,92.11,0.9275,0.9211,0.9229,128,3e-06
17,train,92.52,0.9303,0.9252,0.9266,128,3e-06
18,train,93.15,0.9356,0.9315,0.9328,128,3e-06
19,train,93.32,0.9362,0.9332,0.934,128,3e-06
20,train,93.23,0.9358,0.9323,0.9333,128,3e-06
21,train,93.42,0.937,0.9342,0.9349,128,3e-06
22,train,93.59,0.9385,0.9359,0.9365,128,3e-06
23,train,93.58,0.9382,0.9358,0.9364,128,3e-06
24,train,93.79,0.9395,0.9379,0.9382,128,3e-06
25,train,94.14,0.9435,0.9414,0.9418,128,3e-06
26,train,94.3,0.9459,0.943,0.9436,128,3e-06
27,train,94.25,0.9443,0.9425,0.9429,128,3e-06
28,train,94.23,0.9443,0.9423,0.9428,128,3e-06
29,train,94.63,0.9479,0.9463,0.9465,128,3e-06
30,train,94.23,0.944,0.9423,0.9426,128,3e-06
31,train,94.22,0.9437,0.9422,0.9425,128,3e-06
32,train,94.46,0.9465,0.9446,0.9449,128,3e-06
33,train,94.81,0.9499,0.9481,0.9484,128,3e-06
34,train,94.38,0.9442,0.9438,0.9437,128,3e-06
35,train,94.43,0.9448,0.9443,0.9443,128,3e-06
36,train,94.83,0.9498,0.9483,0.9486,128,3e-06
37,train,94.67,0.9482,0.9467,0.9469,128,3e-06
38,train,94.63,0.9472,0.9463,0.9464,128,3e-06
39,train,94.72,0.9484,0.9472,0.9473,128,3e-06
40,train,94.95,0.9508,0.9495,0.9496,128,3e-06
40,final_test,93.59,0.9387,0.9359,0.9362,128,3e-06
